country_code,country_name,year,pfm_inst,digital_inst,hrms_inst,justice_inst,political_inst,social_inst,integrity_inst,transparency_inst,env_inst,gdppc,govdebt,region,income,lending
SAU,Saudi Arabia,1998,NA,0,0.552799,NA,NA,NA,0.4235184,NA,NA,53750.0407767981,NA,Middle East & North Africa,High income,Not classified
SDN,Sudan,1998,NA,0.2222222,NA,NA,0.2955294,NA,0.1281618,NA,NA,3441.17919921875,786.949168449653,Sub-Saharan Africa,Low income,IDA
SEN,Senegal,1998,NA,0.1111111,NA,NA,0.5774034,NA,0.5745624,NA,NA,2938.69162551525,NA,Sub-Saharan Africa,Lower middle income,IDA
SGP,Singapore,1998,NA,0.2222222,0.854719,NA,0.4938112,NA,0.9760903,NA,NA,60519.7106418286,82.599116639914,East Asia & Pacific,High income,Not classified
SLB,Solomon Islands,1998,NA,0.2222222,0.5162647,NA,0.3676912,NA,0.6044613,NA,NA,2805.29071101445,NA,East Asia & Pacific,Lower middle income,IDA
SLE,Sierra Leone,1998,NA,0.1111111,0.4125485,NA,NA,NA,0.2656478,NA,NA,1760.56238494251,NA,Sub-Saharan Africa,Low income,IDA
SLV,El Salvador,1998,NA,0.4444444,0.3546414,NA,0.4135386,NA,0.2677498,NA,NA,7381.114604175,24.6529338880384,Latin America & Caribbean,Lower middle income,IBRD
SMR,San Marino,1998,NA,0,NA,NA,NA,NA,NA,NA,NA,71024.5594991968,NA,Europe & Central Asia,High income,Not classified
SOM,Somalia,1998,NA,0,0.1411312,NA,NA,NA,0.0438986,NA,NA,662.437129586378,NA,Sub-Saharan Africa,Low income,IDA
SRB,Serbia,1998,NA,0,0.4569501,NA,NA,NA,0.1004547,NA,NA,11598.3850000764,NA,Europe & Central Asia,Upper middle income,IBRD
SSD,South Sudan,1998,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income,IDA
STP,São Tomé and Príncipe,1998,NA,0.1111111,0.4835306,NA,0.4929344,NA,0.577046,NA,NA,3828.99823839083,NA,Sub-Saharan Africa,Lower middle income,IDA
SUR,Suriname,1998,NA,0.2222222,0.4144137,NA,0.5666698,NA,0.6550424,NA,NA,16789.7549005356,NA,Latin America & Caribbean,Upper middle income,IBRD
SVK,Slovak Republic,1998,NA,0,0.6221694,NA,0.5236427,NA,0.6231378,NA,NA,18272.4950911768,36.9153527882724,Europe & Central Asia,High income,Not classified
SVN,Slovenia,1998,NA,0.2222222,0.7402675,NA,0.6123219,NA,0.7660138,NA,NA,27695.0441987785,NA,Europe & Central Asia,High income,Not classified
SWE,Sweden,1998,NA,0.2222222,0.844929,NA,0.6567258,NA,0.9951892,NA,NA,44016.1756077861,87.8402355186448,Europe & Central Asia,High income,Not classified
SWZ,Eswatini,1998,NA,0.1111111,0.3785017,NA,0.3413761,NA,0.4130095,NA,NA,6041.54658800574,NA,Sub-Saharan Africa,Lower middle income,IBRD
SXM,Sint Maarten (Dutch part),1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
SYC,Seychelles,1998,NA,0.1111111,0.5974813,NA,0.4818485,NA,0.5264209,NA,NA,19991.2293154949,NA,Sub-Saharan Africa,High income,IBRD
SYR,Syrian Arab Republic,1998,NA,0,0.402389,NA,0.3667001,NA,0.1107298,NA,NA,8456.78287525056,NA,Middle East & North Africa,Low income,IDA
TCA,Turks and Caicos Islands,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
TCD,Chad,1998,NA,0.1111111,0.3669635,NA,0.3217156,NA,0.0224235,NA,NA,1187.08066152965,NA,Sub-Saharan Africa,Low income,IDA
TGO,Togo,1998,NA,0.1111111,0.331431,NA,0.5218071,NA,0.0882607,NA,NA,2180.65576762155,NA,Sub-Saharan Africa,Low income,IDA
THA,Thailand,1998,NA,0.1111111,0.6170423,NA,0.519475,NA,0.229978,NA,NA,10896.7658205769,10.6698573854214,East Asia & Pacific,Upper middle income,IBRD
TJK,Tajikistan,1998,NA,0,0.2409394,NA,0.3276636,NA,0.174434,NA,NA,1236.67552895556,NA,Europe & Central Asia,Lower middle income,IDA
TKM,Turkmenistan,1998,NA,0,0.3144397,NA,0.3161541,NA,0.099001,NA,NA,4323.30168204311,NA,Europe & Central Asia,Upper middle income,IBRD
TLS,Timor-Leste,1998,NA,NA,0.1923326,NA,NA,NA,NA,NA,NA,2931.55766908675,NA,East Asia & Pacific,Lower middle income,Blend
TON,Tonga,1998,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,5541.6834617761,NA,East Asia & Pacific,Upper middle income,IDA
TTO,Trinidad and Tobago,1998,NA,0.2222222,0.5928414,NA,0.5099436,NA,0.6914784,NA,NA,17264.9395678487,NA,Latin America & Caribbean,High income,IBRD
TUN,Tunisia,1998,NA,0.3333333,0.4653256,NA,0.4720688,NA,0.1705665,NA,NA,8371.31175846583,54.2817440338334,Middle East & North Africa,Lower middle income,IBRD
TUR,Türkiye,1998,NA,0.1111111,0.5400177,NA,0.4523747,NA,0.4377559,NA,NA,14624.9315577068,30.2966279950942,Europe & Central Asia,Upper middle income,IBRD
TUV,Tuvalu,1998,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,3855.65086375943,NA,East Asia & Pacific,Upper middle income,IDA
TWN,"Taiwan, China",1998,NA,0.2222222,0.7251082,NA,NA,NA,0.5466239,NA,NA,NA,NA,NA,NA,NA
TZA,Tanzania,1998,NA,0.1111111,NA,NA,0.7627151,NA,0.4827692,NA,NA,1773.72424316406,NA,Sub-Saharan Africa,Lower middle income,IDA
UGA,Uganda,1998,NA,0.1111111,NA,NA,0.6891139,NA,0.2893198,NA,NA,1422.20789184705,NA,Sub-Saharan Africa,Low income,IDA
UKR,Ukraine,1998,NA,0,0.5421123,NA,0.470606,NA,0.1243645,NA,NA,9646.0546875,NA,Europe & Central Asia,Lower middle income,IBRD
URY,Uruguay,1998,NA,0.1111111,0.8063663,NA,0.5954486,NA,0.8549112,NA,NA,19641.3958925912,NA,Latin America & Caribbean,High income,IBRD
USA,United States,1998,NA,NA,0.8376504,NA,0.5838539,NA,0.8946967,NA,NA,51619.8698342493,41.1291544339911,North America,High income,Not classified
UZB,Uzbekistan,1998,NA,0.1111111,0.4023463,NA,0.3733809,NA,0.0932806,NA,NA,3234.35751357509,NA,Europe & Central Asia,Lower middle income,Blend
VCT,St. Vincent and the Grenadines,1998,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,9504.64595017693,40.0388592047741,Latin America & Caribbean,Upper middle income,Blend
VEN,"Venezuela, RB",1998,NA,0.1111111,0.5941241,NA,0.5521706,NA,0.3520587,NA,NA,NA,NA,Latin America & Caribbean,Not classified,IBRD
VGB,British Virgin Islands,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
VIR,Virgin Islands (U.S.),1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
VNM,Vietnam,1998,NA,0.1111111,0.4915518,NA,0.5523995,NA,0.4455757,NA,NA,3982.95805965603,NA,NA,NA,NA
VUT,Vanuatu,1998,NA,0.2222222,0.6193821,NA,0.5392405,NA,0.4283279,NA,NA,3285.13835220534,28.4031452746136,East Asia & Pacific,Lower middle income,IDA
WSM,Samoa,1998,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,4386.51915953042,NA,East Asia & Pacific,Lower middle income,IDA
XKX,Kosovo,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income,IDA
YEM,"Yemen, Rep.",1998,NA,0.1111111,0.2424125,NA,0.3565392,NA,0.1256155,NA,NA,NA,NA,Middle East & North Africa,Low income,IDA
ZAF,South Africa,1998,NA,0.2222222,0.579267,NA,0.5192068,NA,0.4841513,NA,NA,10706.777679671,44.6542617733798,Sub-Saharan Africa,Upper middle income,IBRD
ZMB,Zambia,1998,NA,0.1111111,0.5398407,NA,0.5525945,NA,0.4073662,NA,NA,2157.57339335667,161.232157851948,Sub-Saharan Africa,Low income,IDA
ZWE,Zimbabwe,1998,NA,0.2222222,0.5330427,NA,0.452235,NA,0.4268562,NA,NA,4342.85817674731,NA,Sub-Saharan Africa,Lower middle income,Blend
ABW,Aruba,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,36842.9551654158,NA,Latin America & Caribbean,High income,Not classified
AFG,Afghanistan,1999,NA,0,0.2354171,NA,NA,NA,0.2807753,NA,NA,NA,NA,South Asia,Low income,IDA
AGO,Angola,1999,NA,0.1111111,0.2989998,NA,0.375804,NA,0.1475971,NA,NA,6021.22914776477,NA,Sub-Saharan Africa,Lower middle income,IBRD
ALB,Albania,1999,NA,0.1111111,0.4433944,NA,0.5552087,NA,0.2050121,NA,NA,6048.25148724936,NA,Europe & Central Asia,Upper middle income,IBRD
AND,Andorra,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,52921.0452609846,NA,Europe & Central Asia,High income,Not classified
ARE,United Arab Emirates,1999,NA,0,0.4231341,NA,0.2930157,NA,0.8023747,NA,NA,89303.7759053152,NA,Middle East & North Africa,High income,Not classified
ARG,Argentina,1999,NA,0.2222222,0.6565928,NA,0.6941881,NA,0.256548,NA,NA,22714.5111302701,NA,Latin America & Caribbean,Upper middle income,IBRD
ARM,Armenia,1999,NA,0,0.5008807,NA,0.4745241,NA,0.2701026,NA,NA,4406.96706718618,NA,Europe & Central Asia,Upper middle income,IBRD
ASM,American Samoa,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income,Not classified
ATG,Antigua and Barbuda,1999,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,24467.112019107,NA,Latin America & Caribbean,High income,IBRD
AUS,Australia,1999,NA,0.3333333,0.9147683,NA,0.5804997,NA,0.8032851,NA,NA,43813.0026695656,31.0660703401538,East Asia & Pacific,High income,Not classified
AUT,Austria,1999,NA,0.2222222,0.7678856,NA,0.5604862,NA,0.8021563,NA,NA,52067.9348570486,65.1584626236772,Europe & Central Asia,High income,Not classified
AZE,Azerbaijan,1999,NA,0.1111111,0.3365414,NA,0.3921544,NA,0.0448548,NA,NA,5056.04634019211,NA,Europe & Central Asia,Upper middle income,IBRD
BDI,Burundi,1999,NA,0.1111111,0.2899416,NA,0.5552189,NA,0.4821859,NA,NA,1017.49777823735,NA,Sub-Saharan Africa,Low income,IDA
BEL,Belgium,1999,NA,0.2222222,0.7851568,NA,0.7280313,NA,0.9062878,NA,NA,48787.2855194828,115.121171084744,Europe & Central Asia,High income,Not classified
BEN,Benin,1999,NA,0.1111111,0.5563412,NA,0.5789248,NA,0.2893377,NA,NA,2470.68504400549,NA,Sub-Saharan Africa,Lower middle income,IDA
BFA,Burkina Faso,1999,NA,0.2222222,0.5808005,NA,0.5277205,NA,0.407075,NA,NA,1444.56690170414,NA,Sub-Saharan Africa,Low income,IDA
BGD,Bangladesh,1999,NA,0.2222222,0.4198287,NA,0.5140039,NA,0.2797633,NA,NA,2624.06553797638,NA,South Asia,Lower middle income,IDA
BGR,Bulgaria,1999,NA,0,0.6845098,NA,0.6023552,NA,0.6431242,NA,NA,11949.6326243126,66.4559059688529,Europe & Central Asia,Upper middle income,IBRD
BHR,Bahrain,1999,NA,0,0.3958645,NA,0.2565077,NA,NA,NA,NA,56522.2261626048,20.8358032721467,Middle East & North Africa,High income,Not classified
BHS,"Bahamas, The",1999,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,33648.0206403687,19.6411443712608,Latin America & Caribbean,High income,Not classified
BIH,Bosnia and Herzegovina,1999,NA,0,0.4219302,NA,0.5747234,NA,0.2968262,NA,NA,7479.32627647592,NA,Europe & Central Asia,Upper middle income,IBRD
BLR,Belarus,1999,NA,0.1111111,0.5836144,NA,0.5188394,NA,0.4795223,NA,NA,10519.748915045,15.103117448937,Europe & Central Asia,Upper middle income,IBRD
BLZ,Belize,1999,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,10450.5526385183,NA,Latin America & Caribbean,Upper middle income,IBRD
BMU,Bermuda,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,89568.6772949348,NA,North America,High income,Not classified
BOL,Bolivia,1999,NA,0.1111111,0.4908514,NA,0.5401357,NA,0.286546,NA,NA,6099.51152094395,56.2575829839375,Latin America & Caribbean,Lower middle income,IBRD
BRA,Brazil,1999,NA,0.6666667,0.7079396,NA,0.6035554,NA,0.4374831,NA,NA,13602.4137078439,NA,Latin America & Caribbean,Upper middle income,IBRD
BRB,Barbados,1999,NA,0.4444444,0.7229089,NA,0.499918,NA,0.773667,NA,NA,18017.6925983971,NA,Latin America & Caribbean,High income,Not classified
BRN,Brunei Darussalam,1999,NA,0,NA,NA,NA,NA,NA,NA,NA,99083.3206556618,NA,East Asia & Pacific,High income,Not classified
BTN,Bhutan,1999,NA,0,0.5324563,NA,0.4969904,NA,0.7069814,NA,NA,5241.36663500719,36.0933589086497,South Asia,Lower middle income,IDA
BWA,Botswana,1999,NA,0.2222222,0.6771378,NA,0.4946238,NA,0.7158221,NA,NA,13207.4747286459,NA,Sub-Saharan Africa,Upper middle income,IBRD
CAF,Central African Republic,1999,NA,0.1111111,0.2758583,NA,0.4779149,NA,0.2481961,NA,NA,1313.23570902088,NA,Sub-Saharan Africa,Low income,IDA
CAN,Canada,1999,NA,NA,0.7669014,NA,0.5867615,NA,0.8652655,NA,NA,46412.7488526304,66.245831750035,North America,High income,Not classified
CHE,Switzerland,1999,NA,0.2222222,0.831221,NA,0.5919269,NA,0.9407856,NA,NA,65129.4373762887,25.0056548766129,Europe & Central Asia,High income,Not classified
CHI,Channel Islands,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
CHL,Chile,1999,NA,0.2222222,0.6617482,NA,0.4944299,NA,0.8378299,NA,NA,16903.3859978883,13.2770070103556,Latin America & Caribbean,High income,IBRD
CHN,China,1999,NA,0.2222222,0.4496683,NA,0.4391594,NA,0.3166004,NA,NA,3705.97720676034,NA,East Asia & Pacific,Upper middle income,IBRD
CIV,Côte d’Ivoire,1999,NA,0.2222222,0.459129,NA,0.5056169,NA,0.3562613,NA,NA,4987.35708530265,NA,Sub-Saharan Africa,Lower middle income,IDA
CMR,Cameroon,1999,NA,0.1111111,0.2707207,NA,0.4286825,NA,0.1224184,NA,NA,3780.06217282191,79.4576584012943,Sub-Saharan Africa,Lower middle income,Blend
COD,"Congo, Dem. Rep.",1999,NA,NA,0.176508,NA,0.4482703,NA,0.0538709,NA,NA,983.602225782557,NA,Sub-Saharan Africa,Low income,IDA
COG,"Congo, Rep.",1999,NA,0,0.2721795,NA,0.3730808,NA,0.1569018,NA,NA,7312.32665071621,NA,Sub-Saharan Africa,Lower middle income,Blend
COL,Colombia,1999,NA,0.1111111,0.490189,NA,0.4937141,NA,0.4910279,NA,NA,10679.7092686089,19.0653508704071,Latin America & Caribbean,Upper middle income,IBRD
COM,Comoros,1999,NA,0,0.3936045,NA,0.4635955,NA,0.2161693,NA,NA,2801.3002710942,NA,Sub-Saharan Africa,Lower middle income,IDA
CPV,Cabo Verde,1999,NA,0.2222222,0.5024492,NA,0.5030594,NA,0.647137,NA,NA,4006.47964718799,NA,Sub-Saharan Africa,Lower middle income,Blend
CRI,Costa Rica,1999,NA,0.1111111,0.7378811,NA,0.6194792,NA,0.7080935,NA,NA,13760.9236981946,40.1048028944163,Latin America & Caribbean,Upper middle income,IBRD
CUW,Curaçao,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
CYM,Cayman Islands,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
CYP,Cyprus,1999,NA,0,0.5558537,NA,0.5192341,NA,0.6929297,NA,NA,34456.0234375,NA,Europe & Central Asia,High income,Not classified
CZE,Czechia,1999,NA,0,0.7849251,NA,0.5809445,NA,0.5737281,NA,NA,28213.4555016743,NA,NA,NA,NA
DEU,Germany,1999,NA,0.2222222,0.914273,NA,0.6325058,NA,0.8990059,NA,NA,48647.1679012974,NA,Europe & Central Asia,High income,Not classified
DJI,Djibouti,1999,NA,0.1111111,0.2983867,NA,0.3321853,NA,0.2686214,NA,NA,NA,NA,Middle East & North Africa,Lower middle income,IDA
DMA,Dominica,1999,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,12571.7516926789,NA,Latin America & Caribbean,Upper middle income,Blend
DNK,Denmark,1999,NA,0.4444444,0.9602509,NA,0.6666746,NA,1,NA,NA,55555.362289836,NA,Europe & Central Asia,High income,Not classified
DOM,Dominican Republic,1999,NA,0.1111111,0.4091981,NA,0.4372946,NA,0.2354008,NA,NA,10514.8052537037,16.4168038368014,Latin America & Caribbean,Upper middle income,IBRD
DZA,Algeria,1999,NA,0,0.4795428,NA,0.4491292,NA,0.3059371,NA,NA,11292.0372996362,NA,Middle East & North Africa,Lower middle income,IBRD
ECU,Ecuador,1999,NA,0.1111111,0.5009522,NA,0.5692775,NA,0.2884727,NA,NA,9231.59260940782,NA,Latin America & Caribbean,Upper middle income,IBRD
EGY,"Egypt, Arab Rep.",1999,NA,0.1111111,0.2682884,NA,0.3975327,NA,0.1754018,NA,NA,9588.85938515274,NA,Middle East & North Africa,Lower middle income,IBRD
ERI,Eritrea,1999,NA,0,0.3449199,NA,0.3617555,NA,0.5630167,NA,NA,NA,NA,Sub-Saharan Africa,Low income,IDA
ESP,Spain,1999,NA,0.3333333,0.8261064,NA,0.5693187,NA,0.8880813,NA,NA,38141.3168976997,59.205184111144,Europe & Central Asia,High income,Not classified
EST,Estonia,1999,NA,0.1111111,0.7928717,NA,0.5676308,NA,0.7760445,NA,NA,18930.3293425188,7.84184333624567,Europe & Central Asia,High income,Not classified
ETH,Ethiopia,1999,NA,0,0.3109684,NA,0.3603633,NA,0.4414354,NA,NA,787.679537241639,83.4720247831402,Sub-Saharan Africa,Low income,IDA
FIN,Finland,1999,NA,0.3333333,0.8055407,NA,0.6248273,NA,0.8893116,NA,NA,44480.4262750692,NA,Europe & Central Asia,High income,Not classified
FJI,Fiji,1999,NA,0.3333333,0.5149754,NA,0.4971074,NA,0.5737892,NA,NA,9693.81255437928,NA,East Asia & Pacific,Upper middle income,Blend
FRA,France,1999,NA,0.1111111,0.7721468,NA,0.5671397,NA,0.7927295,NA,NA,44400.1357748186,60.2757556904357,Europe & Central Asia,High income,Not classified
FRO,Faroe Islands,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
FSM,"Micronesia, Fed. Sts.",1999,NA,0,NA,NA,NA,NA,NA,NA,NA,3456.15330120781,NA,East Asia & Pacific,Lower middle income,IDA
GAB,Gabon,1999,NA,0.1111111,0.4826326,NA,0.4339435,NA,0.1918298,NA,NA,22713.7144403332,NA,Sub-Saharan Africa,Upper middle income,IBRD
GBR,United Kingdom,1999,NA,0.3333333,0.7951301,NA,0.52898,NA,0.8640806,NA,NA,41596.4703875131,87.5879944174348,Europe & Central Asia,High income,Not classified
GEO,Georgia,1999,NA,0.2222222,0.4629971,NA,0.4652702,NA,0.1065998,NA,NA,5495.24505052866,60.7776033305696,Europe & Central Asia,Upper middle income,IBRD
GHA,Ghana,1999,NA,0.2222222,0.5857964,NA,0.5676844,NA,0.2514425,NA,NA,3290.26865235748,NA,Sub-Saharan Africa,Lower middle income,IDA
GIB,Gibraltar,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
GIN,Guinea,1999,NA,0,0.3303478,NA,0.370522,NA,0.0312629,NA,NA,2346.2701835771,NA,Sub-Saharan Africa,Low income,IDA
GMB,"Gambia, The",1999,NA,0.1111111,0.3944898,NA,0.4250041,NA,0.3744117,NA,NA,2589.97773860396,NA,Sub-Saharan Africa,Low income,IDA
GNB,Guinea-Bissau,1999,NA,0.2222222,0.3986219,NA,0.3915853,NA,0.097208,NA,NA,1937.62562955666,NA,Sub-Saharan Africa,Low income,IDA
GNQ,Equatorial Guinea,1999,NA,0,0.2727279,NA,0.3524226,NA,0.083967,NA,NA,10492.4649475554,NA,Sub-Saharan Africa,Upper middle income,IBRD
GRC,Greece,1999,NA,0.1111111,0.7137294,NA,0.5949565,NA,0.61992100000000006,NA,NA,30263.0543386779,113.365630137615,Europe & Central Asia,High income,Not classified
GRD,Grenada,1999,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,11165.3273481534,NA,Latin America & Caribbean,Upper middle income,Blend
GRL,Greenland,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,41500.6033685224,NA,Europe & Central Asia,High income,Not classified
GTM,Guatemala,1999,NA,0.2222222,0.3463259,NA,0.4022214,NA,0.278355,NA,NA,8671.44158106726,13.4701885924417,Latin America & Caribbean,Upper middle income,IBRD
GUM,Guam,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
GUY,Guyana,1999,NA,0.1111111,0.5240376,NA,0.4271204,NA,0.3849854,NA,NA,8139.96992046344,NA,Latin America & Caribbean,Upper middle income,IDA
HKG,"Hong Kong SAR, China",1999,NA,0.1111111,0.7854239,NA,NA,NA,0.8046519,NA,NA,37339.9887279469,NA,East Asia & Pacific,High income,Not classified
HND,Honduras,1999,NA,0.1111111,0.4419143,NA,0.3501998,NA,0.1957805,NA,NA,4386.71152187777,NA,Latin America & Caribbean,Lower middle income,IDA
HRV,Croatia,1999,NA,0,0.4622891,NA,0.4788282,NA,0.3779701,NA,NA,20491.1728004787,28.5303239769983,Europe & Central Asia,High income,IBRD
HTI,Haiti,1999,NA,0.1111111,0.4756992,NA,0.4239844,NA,0.190107,NA,NA,3288.68550795935,NA,Latin America & Caribbean,Lower middle income,IDA
HUN,Hungary,1999,NA,0.1111111,0.7971442,NA,0.5482763,NA,0.5812151,NA,NA,21138.075336889,66.7855663040988,Europe & Central Asia,High income,Not classified
IDN,Indonesia,1999,NA,0.1111111,0.4805342,NA,0.5792978,NA,0.2553624,NA,NA,5855.65800744994,45.2079671076106,East Asia & Pacific,Lower middle income,IBRD
IMN,Isle of Man,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
IND,India,1999,NA,0.4444444,0.5618484,NA,0.5396072,NA,0.4365712,NA,NA,3041.48258556057,51.3529514384148,South Asia,Lower middle income,IBRD
IRL,Ireland,1999,NA,0.2222222,0.7381241,NA,0.5541888,NA,0.8172303,NA,NA,49784.2981348738,49.1417157270806,Europe & Central Asia,High income,Not classified
IRN,"Iran, Islamic Rep.",1999,NA,0.2222222,0.4554869,NA,0.4658731,NA,0.4510542,NA,NA,10459.1241133566,NA,Middle East & North Africa,Lower middle income,IBRD
IRQ,Iraq,1999,NA,0,0.2337645,NA,0.2720586,NA,0.1425969,NA,NA,11237.8537439925,NA,Middle East & North Africa,Upper middle income,IBRD
ISL,Iceland,1999,NA,0.1111111,NA,NA,0.5759018,NA,0.9182608,NA,NA,46131.5624088554,59.1576793508091,Europe & Central Asia,High income,Not classified
ISR,Israel,1999,NA,0,0.675941,NA,0.5420889,NA,0.7684445,NA,NA,31296.5986551078,88.4250791127481,Middle East & North Africa,High income,Not classified
ITA,Italy,1999,NA,0.1111111,0.7567352,NA,0.6030683,NA,0.7134371,NA,NA,48493.6651452062,NA,Europe & Central Asia,High income,Not classified
JAM,Jamaica,1999,NA,0.2222222,0.6587628,NA,0.5620448,NA,0.6926854,NA,NA,9501.01504911249,88.9636436472209,Latin America & Caribbean,Upper middle income,IBRD
JOR,Jordan,1999,NA,0.2222222,0.4813358,NA,0.4081891,NA,0.5055136,NA,NA,7920.01987429777,99.9058546631362,Middle East & North Africa,Upper middle income,IBRD
JPN,Japan,1999,NA,0.1111111,NA,NA,0.5392253,NA,0.7790924,NA,NA,38028.1816879439,90.653794128391,East Asia & Pacific,High income,Not classified
KAZ,Kazakhstan,1999,NA,0.1111111,0.4694563,NA,0.4313195,NA,0.1069751,NA,NA,11815.7732115429,NA,Europe & Central Asia,Upper middle income,IBRD
KEN,Kenya,1999,NA,0.1111111,0.3783098,NA,0.6850961,NA,0.177365,NA,NA,3848.46470612727,NA,Sub-Saharan Africa,Lower middle income,Blend
KGZ,Kyrgyz Republic,1999,NA,0,0.4811454,NA,0.4830089,NA,0.1748654,NA,NA,3491.93773268741,NA,Europe & Central Asia,Lower middle income,IDA
KHM,Cambodia,1999,NA,0,0.3151619,NA,0.3822058,NA,0.0447078,NA,NA,1775.41239802002,NA,East Asia & Pacific,Lower middle income,IDA
KIR,Kiribati,1999,NA,0,NA,NA,NA,NA,NA,NA,NA,2364.34525664257,NA,East Asia & Pacific,Lower middle income,IDA
KNA,St. Kitts and Nevis,1999,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,18301.3869489425,NA,Latin America & Caribbean,High income,IBRD
KOR,"Korea, Rep.",1999,NA,0,0.8136938,NA,0.581758,NA,0.6265935,NA,NA,23218.2276673123,NA,East Asia & Pacific,High income,Not classified
KWT,Kuwait,1999,NA,0.2222222,0.4965009,NA,0.4550478,NA,0.4234172,NA,NA,59234.6495912608,NA,Middle East & North Africa,High income,Not classified
LAO,Lao PDR,1999,NA,0,0.436697,NA,0.4284103,NA,0.2515909,NA,NA,2786.52039703471,NA,East Asia & Pacific,Lower middle income,IDA
LBN,Lebanon,1999,NA,0.3333333,0.3794283,NA,0.446813,NA,0.1567757,NA,NA,11617.2497708538,128.641269114899,Middle East & North Africa,Lower middle income,IBRD
LBR,Liberia,1999,NA,0,0.2670344,NA,0.4728389,NA,0.0895523,NA,NA,1507.31470254594,NA,Sub-Saharan Africa,Low income,IDA
LBY,Libya,1999,NA,0,0.3861509,NA,0.3648357,NA,0.1918038,NA,NA,17397.9876528674,NA,Middle East & North Africa,Upper middle income,IBRD
LCA,St. Lucia,1999,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,19039.2997431691,NA,Latin America & Caribbean,Upper middle income,Blend
LIE,Liechtenstein,1999,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
LKA,Sri Lanka,1999,NA,0.3333333,0.5284532,NA,0.4178981,NA,0.5644577,NA,NA,6176.23548455949,95.1081546127673,South Asia,Lower middle income,IBRD
LSO,Lesotho,1999,NA,0.1111111,0.4675997,NA,0.5309701,NA,0.3579267,NA,NA,1860.70052178612,NA,Sub-Saharan Africa,Lower middle income,IDA
LTU,Lithuania,1999,NA,0.1111111,0.6874387,NA,0.563031,NA,0.752769,NA,NA,15143.1943276838,30.9361397335975,Europe & Central Asia,High income,Not classified
LUX,Luxembourg,1999,NA,0.2222222,0.8814852,NA,0.6218172,NA,0.924758,NA,NA,107609.385872986,NA,Europe & Central Asia,High income,Not classified
LVA,Latvia,1999,NA,0,0.6981011,NA,0.5160339,NA,0.6521351,NA,NA,13619.1429340831,NA,Europe & Central Asia,High income,Not classified
MAC,"Macao SAR, China",1999,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,53292.5810414273,NA,East Asia & Pacific,High income,Not classified
MAF,St. Martin (French part),1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
MAR,Morocco,1999,NA,0,0.5019203,NA,0.4125426,NA,0.3285778,NA,NA,5043.6650390625,55.4449807288653,Middle East & North Africa,Lower middle income,IBRD
MCO,Monaco,1999,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
